Cat.,Zaneen Model #,Item Status,Series,Description,CAD MSRP ,USD MSRP 
E,L10W0146,NEW,MINI MISTRAL,Surface - Wall - 2x10W LED -120V -4000K - 2500lm - Rought White,846.00,676.00
E,L10W0147,NEW,MINI MISTRAL,Surface - Wall - 2x10W LED -120V -4000K - 2500lm - Black,846.00,676.00
E,L10W0148,NEW,MINI MISTRAL,Surface - Wall - 2x10W LED -120V -4000K - 2500lm - Rough Gray,846.00,676.00
E,L10W0149,NEW,MISTRAL,Surface - Wall - 22.5W LED -120V -3000K - 2400lm - Rought White,1276.00,1014.00
E,L10W0150,NEW,MISTRAL,Surface - Wall - 22.5W LED -120V -3000K - 2400lm - Black,1276.00,1014.00
E,L10W0151,NEW,MISTRAL,Surface - Wall - 22.5W LED -120V -3000K - 2400lm - Rough Gray,1276.00,1014.00
E,L10W0152,NEW,MISTRAL,Surface - Wall - 22.5W LED -120V -4000K - 2700lm - Rought White,1276.00,1014.00
E,L10W0153,NEW,MISTRAL,Surface - Wall - 22.5W LED -120V -4000K - 2700lm - Black,1276.00,1014.00
E,L10W0154,NEW,MISTRAL,Surface - Wall - 22.5W LED -120V -4000K - 2700lm - Rough Gray,1276.00,1014.00
E,L10W0155,NEW,MISTRAL,Surface - Wall - 2x22.5W LED -120V -3000K - 4800lm - Rought White,1610.00,1284.00
E,L10W0156,NEW,MISTRAL,Surface - Wall - 2x22.5W LED -120V -3000K - 4800lm - Black,1610.00,1284.00
E,L10W0157,NEW,MISTRAL,Surface - Wall - 2x22.5W LED -120V -3000K - 4800lm - Rough Gray,1610.00,1284.00
E,L10W0158,NEW,MISTRAL,Surface - Wall - 2x22.5W LED -120V -4000K - 5400lm - Rought White,1610.00,1284.00
E,L10W0159,NEW,MISTRAL,Surface - Wall - 2x22.5W LED -120V -4000K - 5400lm - Black,1610.00,1284.00
E,L10W0160,NEW,MISTRAL,Surface - Wall - 2x22.5W LED -120V -4000K - 5400lm - Rough Gray,1610.00,1284.00
